timestamp,rps,error_rate,client_error_rate,latency_p90,cpu_usage,memory_usage,kafka_lag,service,error_ratio,client_error_ratio,rolling_median_1h,latency_deviation,rps_delta,cpu_per_rps,memory_growth,kafka_lag_growth,hour_of_day,day_of_week,is_business_hours,rolling_median_rps_1h,is_high_traffic_period,label
2026-07-14 00:00:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:05:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:10:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:15:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:20:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:25:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:30:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:35:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:40:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:45:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:50:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 00:55:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,0,1,0,4.587488020883247,0,1
2026-07-14 01:00:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:05:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:10:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:15:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:20:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:25:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:30:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:35:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:40:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:45:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:50:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 01:55:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,1,1,0,4.587488020883247,0,1
2026-07-14 02:00:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:05:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:10:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:15:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:20:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:25:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:30:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:35:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:40:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:45:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:50:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 02:55:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,2,1,0,4.587488020883247,0,1
2026-07-14 03:00:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:05:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:10:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:15:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:20:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:25:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:30:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:35:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
2026-07-14 03:40:35,4.587488020883247,0.0,0.0,0.0,0.027730293073420204,0.3201796875,0.0,frontend,0.0,0.0,0.0,0.0,0.0,0.006044753141513334,0.0,0.0,3,1,0,4.587488020883247,0,1
