timestamp,service,rps,cpu_usage,memory_usage,latency_p90,error_rate,label,error_ratio,rolling_median_1h,latency_deviation,rps_delta,cpu_per_rps,memory_growth,hour_of_day,day_of_week,is_business_hours
2026-06-01 00:00:00,recommendation,8.037786987086214,0.074560134336037,0.30247178825595056,0.054196355065951274,0.0014511540889207402,1,0.00018054127160118769,0.054196355065951274,0.9998155197856813,8.037786987086214,0.009276190286446367,0.30247178825595056,0,0,0
2026-06-01 00:05:00,recommendation,19.89170955991964,0.16923363460617308,0.32252699543836433,0.03813381186491985,0.0007463904461195137,1,3.752267087172473e-05,0.04616508346543556,0.8258525811537509,11.853922572833426,0.008507742837233965,0.32252699543836433,0,0,0
2026-06-01 00:10:00,recommendation,18.902751168452834,0.1627621324246336,0.3034665669898824,0.04765220000767841,0.0015255449758230732,1,8.07048749242562e-05,0.04765220000767841,0.9997901901297382,-0.9889583914668059,0.008610495100380908,0.3034665669898824,0,0,0
2026-06-01 00:15:00,recommendation,7.298171420330634,0.16276636286068868,0.32290185459976445,0.04261727162335133,0.0009507093249061943,1,0.00013026660617914917,0.04513473581551487,0.9440141990753452,-11.6045797481222,0.02230231800038136,0.32290185459976445,0,0,0
2026-06-01 00:20:00,recommendation,12.748557375744948,0.10566394177701173,0.2764326877896102,0.032248099544935224,0.001469608137245219,1,0.00011527633607218114,0.04261727162335133,0.7565133379840719,5.450385955414314,0.008288299278085541,0.2764326877896102,0,0,0
2026-06-01 00:25:00,recommendation,23.194265528049378,0.20166834992421395,0.2867257159441689,0.04715302903271828,0.0011409756948056226,1,4.919212473033762e-05,0.044885150328034806,1.050292262932318,10.44570815230443,0.008694746670588255,0.2867257159441689,0,0,0
2026-06-01 00:30:00,recommendation,28.28901274267998,0.12124946653476171,0.33596255967757793,0.04993556751508857,0.0007985799125333216,1,2.8229321309445403e-05,0.04715302903271828,1.0587862683808307,5.094747214630601,0.004286095975730941,0.033490771421627374,0,0,0
2026-06-01 00:35:00,recommendation,21.27608398473895,0.21969680244722772,0.31348824000817294,0.03172342640913127,0.0006140381746986696,1,2.8860474819255394e-05,0.044885150328034806,0.706611430796826,-7.0129287579410295,0.01032599322999857,-0.009038755430191392,0,0,0
2026-06-01 00:40:00,recommendation,7.930156984895461,0.15186912898391602,0.2744385201098987,0.043568463973100324,0.0010607931695459606,1,0.00013376681368329905,0.043568463973100324,0.9997705288555793,-13.345926999843488,0.01915081098206131,-0.02902804687998367,0,0,0
2026-06-01 00:45:00,recommendation,13.429947690770643,0.1825012835247488,0.28011785692172775,0.043072568954414546,0.0007609887575744633,1,5.6663526058420216e-05,0.04332051646375744,0.9940469781947177,5.499790705875181,0.013589118277726788,-0.0427839976780367,0,0,0
2026-06-01 00:50:00,recommendation,17.112035648250952,0.11338985557465334,0.3105685738842343,0.05409287329757862,0.0005194792586276775,1,3.0357519451847317e-05,0.043568463973100324,1.241275354059485,3.6820879574803094,0.006626317969543465,0.03413588609462409,0,0,0
