timestamp,service,rps,cpu_usage,memory_usage,latency_p90,error_rate,label,error_ratio,rolling_median_1h,latency_deviation,rps_delta,cpu_per_rps,memory_growth,hour_of_day,day_of_week,is_business_hours
2026-06-01 00:00:00,product-reviews,16.085329880432884,0.17858846397279762,0.31569557076817345,0.04437169829176478,0.0014697848026620532,1,9.137418379638856e-05,0.04437169829176478,0.9997746818985099,16.085329880432884,0.011102560797614399,0.31569557076817345,0,0,0
2026-06-01 00:05:00,product-reviews,24.14369029571136,0.14381335165457904,0.3126818134942154,0.048563404036535536,0.001415424676814355,1,5.862501022951219e-05,0.04646755116415016,1.0448787171470915,8.058360415278475,0.0059565580210637625,0.3126818134942154,0,0,0
2026-06-01 00:10:00,product-reviews,19.211998035111733,0.1325048844832757,0.35978321885549036,0.05283011056392908,0.0014953315118027897,1,7.783317126819499e-05,0.048563404036535536,1.0876345113509394,-4.931692260599625,0.006896982566377792,0.35978321885549036,0,0,0
2026-06-01 00:15:00,product-reviews,14.460292393432384,0.19809163353515302,0.27560109726364146,0.05350922185723583,0.0008781777687035065,1,6.073024925829763e-05,0.050696757300232306,1.0552680689165401,-4.751705641679349,0.013698996614698927,0.27560109726364146,0,0,0
2026-06-01 00:20:00,product-reviews,15.004620104625973,0.09260913955335356,0.3059106179357618,0.05275370925645434,0.0003882338413512432,1,2.5874269385124633e-05,0.05275370925645434,0.9998104757959415,0.5443277111935885,0.006172037491600802,0.3059106179357618,0,0,0
2026-06-01 00:25:00,product-reviews,13.08839048668128,0.07590486843962836,0.29948423964155924,0.04145934969908145,0.0010216360563302092,1,7.805660113852897e-05,0.050658556646494934,0.8182461163900049,-1.9162296179446923,0.005799399897402967,0.29948423964155924,0,0,0
2026-06-01 00:30:00,product-reviews,22.506416633694535,0.1159894102469644,0.28695382057653873,0.04996519215265851,0.0003308060172402974,1,1.469829140913224e-05,0.04996519215265851,0.9997999007193518,9.418026147013254,0.005153612882878343,-0.02874175019163472,0,0,0
2026-06-01 00:35:00,product-reviews,8.006617912359037,0.06606385646364533,0.282496038509218,0.03835448161240602,0.0005695255343738467,1,7.11317599129e-05,0.04926429809459702,0.7783871733448725,-14.499798721335498,0.008251146073825802,-0.030185774984997416,0,0,0
2026-06-01 00:40:00,product-reviews,9.211798453743429,0.09054570082861849,0.33086779498106084,0.039203174296638,0.0009094657204458316,1,9.872824918284633e-05,0.048563404036535536,0.807091351208379,1.205180541384392,0.009829307815429355,-0.028915423874429524,0,0,0
2026-06-01 00:45:00,product-reviews,16.45974270114207,0.12677876756487272,0.3077098962094022,0.04623283705275583,0.0013183939938438013,1,8.009804386382572e-05,0.047398120544645685,0.9752092367639199,7.247944247398641,0.0077023494743074785,0.03210879894576074,0,0,0
2026-06-01 00:50:00,product-reviews,11.449337196316025,0.13516170556769802,0.3295486916803062,0.04257259498659242,0.0016407822543478253,1,0.00014330793068060405,0.04623283705275583,0.9206311225676693,-5.0104055048260445,0.011805188824319001,0.023638073744544408,0,0,0
2026-06-01 00:55:00,product-reviews,17.310312669774625,0.02,0.3124741049835677,0.05685335742972324,0.0012976348398599262,1,7.496306479172181e-05,0.047398120544645685,1.1992324685426559,5.8609754734586,0.0011553799649801904,0.012989865342008466,0,0,0
2026-06-01 01:00:00,product-reviews,24.49157066359557,0.12193424819056964,0.34490706501835416,0.05041663044615804,0.0004127684911416084,1,1.6853485155212946e-05,0.04926429809459702,1.0231831278320385,7.181257993820946,0.004978618973817946,0.05795324444181543,1,0,0
2026-06-01 01:05:00,product-reviews,11.172289097560435,0.07976106142219908,0.25860723353568316,0.04454613712482964,0.0010279279103638911,1,9.200683775001582e-05,0.04809901460270717,0.9259415827303799,-13.319281566035135,0.007139180640054255,-0.02388880497353485,1,0,0
2026-06-01 01:10:00,product-reviews,17.309897082276965,0.11768697745059455,0.3113864738538518,0.04216008669299957,0.0004395232927617915,1,2.5391429929268928e-05,0.045389487088792736,0.9286467622539981,6.13760798471653,0.006798822020892897,-0.019481321127209017,1,0,0
2026-06-01 01:15:00,product-reviews,11.51127453952479,0.10328676337425778,0.31097771974581373,0.029563785367390107,0.0012448596723422876,1,0.00010814255073514829,0.04355936605571103,0.6785452266986776,-5.798622542752176,0.008972653140456702,0.0032678235364115293,1,0,0
2026-06-01 01:20:00,product-reviews,20.652938651978285,0.11164561742269061,0.3397290659305315,0.05666779495090821,0.0012667958195433202,1,6.133728606457256e-05,0.04355936605571103,1.3006339104968512,9.141664112453496,0.005405795526054165,0.010180374250225277,1,0,0
2026-06-01 01:25:00,product-reviews,18.415974581039638,0.1967610829858834,0.28856771364214623,0.045194272024251095,0.0011197953590599285,1,6.080561992937511e-05,0.04487020457454037,1.0069979059295306,-2.2369640709386474,0.010684255415182132,-0.023906391341421473,1,0,0
2026-06-01 01:30:00,product-reviews,7.802021833481675,0.127893843810982,0.2871670641112722,0.04011900570741065,0.000406006070078853,1,5.203850467983439e-05,0.04355936605571103,0.9208076531595962,-10.613952747557963,0.016392376568131625,-0.05774000090708198,1,0,0
2026-06-01 01:35:00,product-reviews,8.542016067820166,0.09957216875613603,0.30435047802827997,0.05399863048321042,0.0014780062175072776,1,0.00017302759389546668,0.04487020457454037,1.203172556700928,0.7399942343384911,0.011656739041250174,0.04574324449259681,1,0,0
2026-06-01 01:40:00,product-reviews,14.123906088448367,0.09223485781930184,0.29249013603596213,0.04863181698101413,0.000533554100905567,1,3.777664052691087e-05,0.04571355453850347,1.0636053445945817,5.581890020628201,0.0065304025626956716,-0.018896337817889686,1,0,0
2026-06-01 01:45:00,product-reviews,21.634992173608687,0.1042735818176243,0.3188845495782767,0.044098032818216275,0.001515531488696733,1,7.004998088446896e-05,0.04487020457454037,0.9825720100044328,7.51108608516032,0.004819670503422539,0.007906829832462992,1,0,0
