timestamp,service,rps,cpu_usage,memory_usage,latency_p90,error_rate,client_error_rate,kafka_lag,label
2026-06-01 00:00:00,product-catalog,8.802724063966485,0.11586868658051216,0.27520680915574425,0.037545722981901855,0.0010636894660412865,0.0032076087932088083,0.0,1
2026-06-01 00:05:00,product-catalog,21.489760227248535,0.18935370687607048,0.317583428666495,0.047427885872234274,0.0005622774533940911,0.002299826991610167,0.0,1
2026-06-01 00:10:00,product-catalog,29.65118926779411,0.09596389881437122,0.3262642666859199,0.04752558955112148,0.0011761682675152168,0.001407286836393701,0.0,1
2026-06-01 00:15:00,product-catalog,21.633617402453652,0.09593734150571914,0.33021634943358175,0.04905742339260931,0.0018944109175732231,0.002244121376872555,0.0,1
2026-06-01 00:20:00,product-catalog,19.185576091378483,0.058907002516638884,0.33800548357791943,0.0433990445425375,0.0005069313219205936,0.0030755489255010838,0.0,1
2026-06-01 00:25:00,product-catalog,25.30614927545548,0.19624910610822996,0.3197074314523979,0.035724130123024174,0.0013201241212392662,0.0012217797786060276,0.0,1
2026-06-01 00:30:00,product-catalog,6.283345876012533,0.02,0.2800340018049159,0.04023456156774725,0.0010396673873610007,0.006061053692891215,0.0,1
2026-06-01 00:35:00,product-catalog,25.773662830585867,0.06649203359092581,0.2712650772838032,0.06903897501665587,0.0009714698380930094,0.002427512329076889,0.0,1
2026-06-01 00:40:00,product-catalog,21.44190008661774,0.17697657766783567,0.33168925759841206,0.0346638285625409,0.0012440731932817648,0.002376084914400281,0.0,1
2026-06-01 00:45:00,product-catalog,12.120048226297694,0.13336141480072394,0.29301038469473556,0.04794729283266763,0.001349300776857445,0.0023749771886791013,0.0,1
2026-06-01 00:50:00,product-catalog,27.245949825913346,0.13284217963046696,0.31785616366060904,0.04892405004544663,0.00026063144174906907,0.002155264008613777,0.0,1
2026-06-01 00:55:00,product-catalog,27.047781838355387,0.14489062027200053,0.3063836004753369,0.04930952684831317,0.0006745757550673368,0.002685449415503334,0.0,1
2026-06-01 01:00:00,product-catalog,11.055123815730937,0.12611098103588433,0.2913838544657253,0.03712800307357392,0.0009430911098316326,0.0025412043610525893,0.0,1
2026-06-01 01:05:00,product-catalog,6.33755230360585,0.14843856403187156,0.28427883810344906,0.04288909020567682,0.0009580490913563867,0.002581941663572176,0.0,1
2026-06-01 01:10:00,product-catalog,23.790798520854665,0.11631169118914698,0.3188493580397683,0.0537596231863119,0.0011643809197491616,0.001970745551463697,0.0,1
2026-06-01 01:15:00,product-catalog,20.77892363409212,0.12146007647959883,0.35367613927054675,0.03973005809727495,0.0019409935647247975,0.003499628038549105,0.0,1
2026-06-01 01:20:00,product-catalog,12.467587946299446,0.09381916091015557,0.30007870681647386,0.04083321053949983,0.0006970928865474256,0.002557468066094499,0.0,1
2026-06-01 01:25:00,product-catalog,30.73520785215603,0.1889715827510137,0.31229238479359445,0.050542051380849544,0.0006255258395801983,0.002383415036312968,0.0,1
2026-06-01 01:30:00,product-catalog,18.300349693113123,0.07922736004302117,0.32486057299985305,0.04926862209749734,0.0004216649649886919,0.0008457139074371184,0.0,1
2026-06-01 01:35:00,product-catalog,27.86054177041371,0.12987857739644632,0.3347840978330943,0.048140910628015246,0.0007290248101649746,0.0016462873695250152,0.0,1
2026-06-01 01:40:00,product-catalog,24.599101636501533,0.16316258674160375,0.33361442285530085,0.04062053021086184,0.0011981976056308656,0.0009294890953524529,0.0,1
2026-06-01 01:45:00,product-catalog,6.0456262449661695,0.0343443773598158,0.32750346521158885,0.048421499907022235,0.0006076918885427009,0.0015726719727007375,0.0,1
