timestamp,rps,error_rate,client_error_rate,latency_p90,cpu_usage,memory_usage,kafka_lag,service,error_ratio,client_error_ratio,rolling_median_1h,latency_deviation,rps_delta,cpu_per_rps,memory_growth,kafka_lag_growth,hour_of_day,day_of_week,is_business_hours,rolling_median_rps_1h,is_high_traffic_period,label
2026-07-14 00:00:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:05:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:10:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:15:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:20:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:25:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:30:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:35:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:40:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
2026-07-14 00:45:52,0.3541656076433015,0.0,0.0,0.0,0.004504136196563496,0.49069010416666664,0.0,product-reviews,0.0,0.0,0.0,0.0,0.0,0.012717239977462581,0.0,0.0,0,1,0,0.3541656076433015,0,1
